"LLTC","US5356781063","Linear Technology Corporation","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"LRCX","US5128071082","Lam Research Corporation","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"LT.BO","INE018A01030","Larsen & Toubro Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"LUPIN.BO","INE326A01037","Lupin Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"M&M.BO","INE101A01026","Mahindra & Mahindra Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"MARUTI.BO","INE585B01010","Maruti Suzuki India Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"MAT","MAT","Mattel, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","unknown","CONTINUOUS",0,1.00,"USD"
"MCD","MCD","McDonald's Corporation Common S","2014-02-11",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Leisure","CONTINUOUS",0,1.00,"USD"
"MCDOWELL-N.BO","INE854D01016","United Spirits Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","BREW/DISTILLERIES","CONTINUOUS",0,1.00,"INR"
"MCHP","US5950171042","Microchip Technology Incorporat","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"MDLZ","MDLZ","Mondelez International, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Consumer Goods","CONTINUOUS",0,1.00,"USD"
"MMM","US88579Y1010","3M Company Common Stock","2014-02-04",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Investment Companies","CONTINUOUS",0,1.00,"USD"
"MNST","MNST","Monster Beverage Corporation","2014-02-11",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Consumer Goods","CONTINUOUS",0,1.00,"USD"
"MPHASIS.BO","INE356A01018","MphasiS Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","COMPUTERS - SOFTWARE","CONTINUOUS",0,1.00,"INR"
"MRK","MRK","Merck &amp; Company, Inc. Common St","2013-02-07",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Health","CONTINUOUS",0,1.00,"USD"
"MRVL","BMG5876H1051","Marvell Technology Group, Ltd.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Telecommunications","CONTINUOUS",0,1.00,"USD"
"MSFT","MSFT","Microsoft Corporation","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"MU","MU","MU","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Technology","CONTINUOUS",0,1.00,"USD"
"MXIM","US57772K1016","Maxim Integrated Products, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"MYL","MYL","Mylan Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","unknown","CONTINUOUS",0,1.00,"USD"
"NFLX","NFLX","NFLX","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Services","CONTINUOUS",0,1.00,"USD"
"NTAP","US64120L1044","NetApp, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"NTPC.BO","INE733E01010","NTPC Ltd.","2014-02-04",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"NUAN","NUAN","Nuance Communications, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Technology","CONTINUOUS",0,1.00,"USD"
"NVDA","US67066G1040","NVIDIA Corporation","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"NWSA","NWSA","News Corporation","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","unknown","CONTINUOUS",0,1.00,"USD"
